kraj	okres	obec	ulica	cislo	psc	posta	predvolba	telefon	fax	web	email	starosta	primator	prednosta	ico	pocetobyvatelov	rozloha	ppz	mobil	urad
Prešovský	Prešov	Klenov		140	082 44	Klenov	051	778 22 02	778 22 02		obecklenov@gmail.com	Kamila Bogdaňová			00327255	211	1537	1330	0911 144 499	Obecný úrad
Prešovský	Snina	Klenová		126	067 72	Klenová	057	758 01 93	758 02 08	www.obecklenova.sk	obecklenova@lekosonline.sk	Slavomil Voloch			00323136	519	2001	1548	0907 944 511	Obecný úrad
Žilinský	Námestovo	Klin	Klin	199	029 41	Klin	043	558 43 21,421,552 16 80,558 49 97	558 44 21	www.klin.sk	"obecklin@klin.sk;starosta@klin.sk"	Štefan Peňák			00314544	2283	1278	1580	0915 818 262,0911 966 089,0905 449 919	Obecný úrad
Banskobystrický	Detva	Klokoč	Klokoč	1	962 25	Slatinské Lazy	045	540 28 80,81,539 33 22	540 28 80	www.klokoc.sk	"obecklokoc@stonline.sk;starosta@klokoc.sk"	Ing. Jozef Výbošťok			00319996	510	984	1786	0908 214 720	Obecný úrad
Prešovský	Bardejov	Kobyly		57	086 22	Kľušov	054	479 11 82	488 35 11	www.kobyly.ocu.sk	obeckobyly@stonline.sk	Ing. Jozef Šoltys			00322130	857	1246	1277	0911 420 116	Obecný úrad
Košický	Rožňava	Koceľovce		2	049 35	Ochtiná	058	793 19 15	793 19 15	www.kocelovce.ocu.sk	obeckocelovce@azet.sk	Ján Lukáč 			00328391	254	696	1318	0902 966 280	Obecný úrad
Prešovský	Humenné	Kochanovce		207	066 01	Humenné	057	775 30 70		www.obeckochanovce.sk	obeckochanovce@ocu.sk	Bc. Miroslav Porochnavý			00323144	744	502	1543	0907 974 783	Obecný úrad
Banskobystrický	Rimavská Sobota	Kociha	Kociha	27	980 52	Hrachovo	047	569 51 36		www.kociha.ocu.sk	"obeckociha@zoznam.sk;obec.kociha@gmail.com"	Tatiana Klimová			00650030	218	1141	1298	0904 838 287	Obecný úrad
Prešovský	Prešov	Kokošovce		76	082 52	Kokošovce	051	779 83 39		www.kokosovce.sk	obeckokosovce@presnetsk.net	Ing. Vincent Ivanecký			00327271	705	1131	1272	0903 773 115	Obecný úrad
Prešovský	Stará Ľubovňa	Kolačkov		30	065 11	Nová Ľubovňa	052	432 20 33,428 62 82	428 62 81	"www.kolackov.sk;www.kolackov.eu"	obeckolackov@slnet.sk	Pavol Zamiška			00329959	1122	863	1361		Obecný úrad
Trenčiansky	Partizánske	Kolačno	Kolačno	164	958 41	Veľké Uherce	038	748 63 10	748 63 10	www.kolacno.sk	obeckolacno@stonline.sk	Ing. Lýdia Petríková			00310557	870	2131	1293	0908 730 246	Obecný úrad
Prešovský	Snina	Kolbasov		26	067 66 	Kolbasov 	057	769 81 29		www.kolbasov.obceinfo.sk	obeckolbasov@stonline.sk	Jana Sidorová			00323152	98	1596	1548	0918 372 871	Obecný úrad
Prešovský	Snina	Kolonica		118	067 61 	Stakčín	057	758 30 10	769 23 74		obeckolonica@gmail.com	Ján Dzoba  			00323161	578	2718	1567	0911 942 504	Obecný úrad
Nitriansky	Nové Zámky	Kolta	Kolta	1	941 33	Kolta	035	647 91 01	647 91 01	www.kolta.sk	"obeckolta@stonline.sk;;ocu@kolta.sk"	Ida Krnčanová			00308986	1402	2585	1337	0905 523 971	Obecný úrad
Prešovský	Bardejov	Komárov		55	086 11	Hrabovec	054	479 72 47		www.obeckomarov.sk	obeckomarov@stonline.sk	Jozef Bednár			00322156	408	799	1355	0907 950 563	Obecný úrad
Žilinský	Liptovský Mikuláš	Konská	Konská	244	032 04	Liptovský Ondrej	044	559 52 42		www.konska.estranky.sk	obeckonskalm@gmail.com 	Ing. Miroslav Kamhal			00590657	213	1180	1357	0911 595 242	Obecný úrad
Banskobystrický	Žiar nad Hronom	Kopernica	Kopernica	1	967 01	Kremnica	045	675 56 21	675 56 21	www.obeckopernica.sk	obeckopernica@stonline.sk	Rastislav Slanina			00320749	422	1756	1444	0918 433 281	Obecný úrad
Prešovský	Bardejov	Koprivnica		126	086 43	Koprivnica	054	739 33 28	739 33 28	www.koprivnica.sk	"obeckoprivnica@wi-net.sk;koprivnica@koprivnica.sk"	Ing. Peter Krupa			00322164	692	1416	1283	0905 341 281	Obecný úrad
Banskobystrický	Banská Bystrica	Kordíky	Kordíky	59	976 34	Tajov	048	419 78 02	419 78 02	www.kordiky.ocu.sk	obeckordiky@lifepc.sk	Ján Záchenský			00313530	388	997	1690	0905 316 114	Obecný úrad
Prešovský	Levoča	Korytné		14	053 05	Beharovce	053	459 63 80			"obeckorytne@azet.sk;palencar.p@azet.sk"	Ing. Peter Palenčár			35529547	104	440	1297	0918 698 964	Obecný úrad
Trnavský	Trnava	Košolná	Košolná	44	919 01	Suchá nad Parnou	033	558 01 20, 534 05 17	558 01 20	www.kosolna.eu.sk	obeckosolna@stonline.sk	Mgr. Martin Halaksa			00312673	755	959	1296	0911 873 534,0902 273 535	Obecný úrad
Trenčiansky	Považská Bystrica	Kostolec	Kostolec	42	017 05	Považská Bystrica 5	042	439 90 30,432 27 46	439 90 30	www.kostolec.wbl.sk	obeckostolec@centrum.sk	Miroslav Michalík			00317381	231	400	1430		Obecný úrad
Bratislavský	Malacky	Kostolište	Hlavná	66	900 62	Kostolište	034	773 40 56	773 41 38	www.kostoliste.sk	"obeckostoliste@stonline.sk;starosta@kostoliste.sk"	Mgr. Hubert Danihel			00304867	1203	1683	1271	0908 520 074	Obecný úrad
Banskobystrický	Veľký Krtíš	Obeckov	Obeckov	165	991 05	Sklabiná	047	489 01 14	489 01 14	www.obeckov.ocu.sk	obeckov@gmail.com  	Ľudovít Roško			00648582	498	1088	1323		Obecný úrad
Trnavský	Senica	Koválov	Koválov	216	906 03 	Smrdáky	034	654 25 02,653 64 25	654 25 03	www.kovalov.sk	obeckovalov@stonline.sk	Pavol Kuba			00309630	712	1362	1392	0915 736 317,0915 736 318	Obecný úrad
Prešovský	Bardejov	Kožany		21	086 12	Kurima	054	739 12 21			"obeckozany@centrum.sk;kozany@centrum.sk"	Peter Rajnič			00322172	127	520	1427	0907 908 572	Obecný úrad
Banskobystrický	Krupina	Kozí Vrbovok	Kozí Vrbovok	42	962 41	Bzovík	045	557 22 46	557 22 46	www.kozivrbovok.ocu.sk	obeckozivrbovok@zvnet.net	Peter Čižmár  			00648159	174	534	1415	0918 787 975	Obecný úrad
Nitriansky	Šaľa	Kráľová nad Váhom	Kráľová nad Váhom	71	925 91	Kráľová nad Váhom	031	771 31 22,701 48 42,771 54 45	771 54 45	www.kralovanadvahom.sk	obeckralovanv@stonline.sk	RNDr. Ferenc Bergendi			00306070	1701	932	1002		Obecný úrad
Trenčiansky	Partizánske	Krásno	Krásno	68	958 43	Krásno	038	542 48 43	542 48 49		obeckrasno@stonline.sk	Ing. Martin Mikloš			00699241	514	360,7	1078		Obecný úrad
Košický	Sobrance	Krčava		17	072 51	Krčava	056	659 92 22,698 32 15	659 92 22	www.krcava.ocu.sk	obeckrcava@lekosonline.sk	Ing. Jozef Hreňko			00325376	432	874	1302	0918 755 978	Obecný úrad
Prešovský	Stará Ľubovňa	Kremná		19	065 21	Hraničné	052	439 51 13			obeckremna@livenet.sk	Zdenka Šlampiaková			00329967	102	415	1773		Obecný úrad
Banskobystrický	Detva	Kriváň	Kriváň	441	962 04	Kriváň	045	546 94 36	546 91 52	www.obeckrivan.sk	"obeckrivan@stonline.sk;obecnyuradkrivan@zoznam.sk;starosta@obeckrivan.sk"	Imrich Paľko			00320048	1701	911	1955	0907 830 213	Obecný úrad
Prešovský	Bardejov	Krivé	Krivé	25	086 04	Kružlov	054	479 32 22		www.krive.estranky.sk	obeckrive@gmail.com	Ján Steranka			00322199	210	527	1454	0908 507 380	Obecný úrad
Prešovský	Bardejov	Kríže		8	086 04	Kružlov	054	479 32 25		obeckrize.wix.com/obeckrize	obeckrize@gmail.com	Oľga Dutková  			00322202	78	1494	1635	0907 518 356	Obecný úrad
Prešovský	Prešov	Krížovany	Krížovany	24	082 33	Chminianska Nová Ves	051	795 71 10	795 71 10	www.krizovany.estranky.sk	obeckrizovany@zoznam.sk	Cyril Harničár			00327301	353	934	1318	0903 60 24 24	Obecný úrad
Banskobystrický	Poltár	Krná	Krná	49	985 25	Uhorské	047	429 19 55	429 19 55	www.krna.sk	"obeckrna@gmail.com;obec@krna.sk"	Drahomíra Hricová			00648591	52	1402	1573	0908 046 365	Obecný úrad
Nitriansky	Levice	Krškany	Krškany	115	934 01	Levice 1	036	631 31 91	631 31 91	"www.krskany.ocu.sk;www.krskany.eu"	obeckrskany@gmail.com	Ing. Peter Kováčik			00307157	776	1702	1242		Obecný úrad
Nitriansky	Topoľčany	Krtovce	Krtovce	2	956 03	Hajná Nová Ves	038	539 22 22	539 22 24	www.krtovce.sk	obeckrtovce@azet.sk	Juraj Oravec			00310611	303	460	1156	0905 921 814	Obecný úrad
Prešovský	Stropkov	Kručov		60	090 32 	Miňovce	054	749 12 54 		www.krucov.ocu.sk	obeckrucov@stonline.sk	Mgr. Anna Kertisová			00330957	222	821	1390		Obecný úrad
Prešovský	Bardejov	Kružlov		141	086 04	Kružlov	054	479 51 37	479 51 37	www.kruzlov.sk	"obeckruzlov@mail.t-com.sk;kruzlov@kruzlov.sk;starosta@kruzlov.sk"	Ing. Jozef Kmec			00322211	994	1014	1460		Obecný úrad
Prešovský	Svidník	Kružlová	Kružlová	8	090 02	Kružlová	054	759 42 86	759 42 86	www.kruzlova.sk	"obeckruzlova@zoznam.sk;adrian.guzo@gmail.com"	PhDr. Adrián Gužo			00330655	658	828	1414	0908 665 593	Obecný úrad
Nitriansky	Levice	Kubáňovo	Kubáňovo	22	935 75	Ipeľský Sokolec	036	778 81 25	778 81 25	www.obeckubanovo.sk	obeckubanovo@mail.t-com.sk	Miroslav Kanala			00800325	291	1200	1236	0901 703 945,0908 787 085	Obecný úrad
Prešovský	Vranov nad Topľou	Kučín		77	094 21	Nižný Hrabovec	057	488 63 40	488 63 40	www.obeckucin.sk	obeckucin@inmail.sk	Marcela Baškovská			00332500	519	459	1335	0907 099 237,0905 565 731	Obecný úrad
Trnavský	Senica	Kuklov	Kuklov	203	908 78	Kuklov	034	658 21 25,654 28 01	658 21 25	www.obeckuklov.sk	obeckuklov@stonline.sk	Štefan Šimkovič			00309656	804	1870	1394	0902 258 844	Obecný úrad
Prešovský	Svidník	Kuková		74	086 44	Kuková	054	732 28 15	732 28 15	www.kukova.ocu.sk	obeckukova@stonline.sk	Ing. Štefan Kožlej			00322237	686	1061	1342	0911 170 048	Obecný úrad
Banskobystrický	Žiar nad Hronom	Kunešov	Kunešov	1	967 01	Kremnica	045	675 51 85	675 51 85		obeckunesov@stonline.sk	PhDr. Mária Slašťanová			00320803	247	2363	1342	0907 806 682	Obecný úrad
Košický	Michalovce	Kusín	Kusín	130	072 32	Jovsa	056	649 21 94	649 21 94	www.kusin.sk	obeckusin@lekosonline.sk	Vladimír Jus			00325392	357	979	1418	0905 865 285	Obecný úrad
Prešovský	Prešov	Kvačany		48	082 41 	Bajerov	051	778 31 14	748 15 83, 748 15 84		obeckvacany@stonline.sk	Pavol Veteráni  			00327310	257	512	1626		Obecný úrad
Prešovský	Vranov nad Topľou	Kvakovce	Kvakovce	97	094 02	Slovenská Kajňa	057	449 41 54,488 63 81	449 41 54	"www.kvakovce.eu;www.kvakovce.com"	obeckvakovce@gmail.com	Radovan Kapraľ			00332518	424	3374	1345	0917 492 878, 0905 931 696	Obecný úrad
Trnavský	Dunajská Streda	Kvetoslavov	Kvetoslavov	258	930 41	Kvetoslavov	031	562 50 36	562 50 36	www.obeckvetoslavov.sk	"obeckvetoslavov@obeckvetoslavov.sk;sojka@obeckvetoslavov.sk;moskova@obeckvetoslavov.sk"	Zoltán Sojka			00305545	954	809	1230	0911 242 852	Obecný úrad
Banskobystrický	Rimavská Sobota	Kyjatice	Kyjatice	3	980 54	Rimavské Brezovo				http://kyjatice.e-obce.sk  	obeckyjatice@gmail.com	Slavomír Kujan			00649708	84	615	1413	0905 985 236	Obecný úrad
Trnavský	Dunajská Streda	Kyselica	Kyselica	60	930 30	Rohovce	031	559 88 39	559 88 39	www.kyselica.ocu.sk	"obeckyselica@gmail.com;hidegheti.pal@mail.t-com.sk"	Erika Orosz Ágošton			34000658	146	350	1205	0905 859 099	Obecný úrad
Banskobystrický	Krupina	Lackov	Lackov	20	962 44	Litava	045	557 45 28	557 45 28	www.lackov.ocu.sk	obeclackov@hotmail.sk	Mária Farbiaková			00649228	104	668	1341	0918 530 327	Obecný úrad
Prešovský	Humenné	Lackovce		37	066 01	Humenné	057	788 53 30,775 03 95		www.lackovce.sk	obeclackovce@stonline.sk	Ing. Ľuboslava Hofericová			37791699	595	359	1451	0915 971 113	Obecný úrad
Prešovský	Prešov	Lada		240	082 12	Kapušany	051	794 12 13	794 12 13	www.obeclada.sk	obeclada@gmail.com	Ing. Milan Hudák			00327336	836	306	1410	0905 893 126	Obecný úrad
Košický	Trebišov	Ladmovce	Hlavná	46	076 34	Ladmovce	056	788 37 91,637 61 24	637 61 24	www.ladmovce.ocu.sk	obecladmovce@zoznam.sk	Alžbeta Szabová			00331660	339	1132	1298	0915 450 502	Obecný úrad
Prešovský	Svidník	Ladomirová	Ladomirová	33	090 03	Ladomirová	054	752 26 26, 788 25 34	752 26 26	www.ladomirova.sk	"obecladomirova@stonline.sk;starosta@ladomirova.sk"				00330671	1010	1539	1414	0905 820 680	Obecný úrad
Košický	Michalovce	Lastomír	Lastomír	322	072 37	Lastomír	056	688 75 41,43	688 75 42	www.lastomir.sk	obeclastomir@minet.sk 	Ľubomír Šipoš			00325406	1140	1347	1288		Obecný úrad
Košický	Trebišov	Lastovce	Hlavná 	306	076 14	Michaľany pri Trebišove	056	670 22 42,668 54 30	668 54 31	www.lastovce.ocu.sk	obeclastovce@mail.t-com.sk	Mgr. Michal Hrinko			00331678	1075	1525	1266	0911 600 730	Obecný úrad
Banskobystrický	Detva	Látky	Látky	36	985 45	Látky	045	537 63 33,537 62 21		"www.latky.sk;www.obeclatky.sk"	"obeclatky@latky.sk;starosta@obeclatky.sk"	Ľubomír Bahleda			00316148	578	4573	1730	0903 290 900	Obecný úrad
Trenčiansky	Púchov	Lazy pod Makytou	Lazy pod Makytou	157	020 55	Lazy pod Makytou	042	468 19 41	468 19 32	www.lazypodmakytou.sk	"obeclazypodmakytou@stonline.sk;info@lazypodmakytou.sk;starosta@lazypodmakytou.sk"	JUDr. Ján Mičic			00317446	1282	499	1475	0915 709 997	Obecný úrad
Nitriansky	Nitra	Lehota	Lehota	16	951 36	Lehota	037	655 30 28	655 31 36	www.lehota.sk	"obeclehota@lehota.sk;starosta@lehota.sk"	Milan Chmelár			00308153	2183	1100	1303	0911 220 861	Obecný úrad
Banskobystrický	Žiar nad Hronom	Lehôtka pod Brehmi	Lehôtka pod Brehmi	22	966 01	Hliník nad Hronom	045	676 11 49	676 11 49	http://lehotkapodbrehmi.e-obce.sk	obeclehotka@post.sk	Juraj Zaťko			00320811	414	468,57	1391	0911 975 620	Obecný úrad
Košický	Sobrance	Lekárovce		505	072 54	Lekárovce	056	659 06 08	659 06 08	www.obeclekarovce.sk	obeclekarovce@lekosonline.sk	Milan Örmezey			00325422	989	1226	1400	0905 481 200	Obecný úrad
Prešovský	Bardejov	Lenartov		37	086 06	Malcov	054	470 60 04	488 41 88	www.lenartov.sk	"obeclenartov@lenartov.sk;starostka@lenartov.sk"	Ing. Jana Bľandová			00322270	1081	1477	1543	0905 937 628,0903 827 944	Obecný úrad
Prešovský	Kežmarok	Lendak	Kostolná	14	059 07	Lendak	052	468 58 71	468 58 73	www.lendak.sk	obeclendak@lendak.sk	Pavel Hudáček		Justína Galliková	00326321	5019	1965	1288	0905 555 883	Obecný úrad
Banskobystrický	Rimavská Sobota	Lenka	Lenka	11	980 50	Včelince	047	552 33 69	552 33 69	www.gemernet.sk/lenka	obeclenka@gmail.com	Mgr. Marián Habovčík			00649601	187	609	1323	0907 210 236	Obecný úrad
Banskobystrický	Lučenec	Lentvora	Lentvora	61	985 13	Ábelová	047	437 95 47			obeclentvora@centrum.sk	Dušan Sudár			00316164	94	1383	1446	0915 214 686	Obecný úrad
Košický	Michalovce	Lesné	Lesné	81	071 01	Michalovce	056	649 82 33	649 82 33	www.lesne.sk	obeclesne@gmail.com  	Peter Bobík			00325431	434	682	1254	0918 873 843	Obecný úrad
Košický	Spišská Nová Ves	Letanovce	Slovenského raja	55	053 13	Letanovce	053	429 95 17	429 95 18	www.letanovce.eu	"obecletanovce@letanovce.eu	"	Slavomír Zahornadský			00329304	2155	2138	1250	0907 922 064 	Obecný úrad
Banskobystrický	Revúca	Licince	Licince	40	049 14	Licince	058	488 19 60,61	488 19 60	www.obec-licince.sk	obeclicince@azet.sk  	Ing. Ladislav Miklóš			00328456	736	1828	1243	0917 263 836	Obecný úrad
Žilinský	Žilina	Lietavská Svinná - Babkov	Lietavská Svinná - Babkov	160	013 11	Lietavská Lúčka	041	568 86 15,500 32 11	568 86 15	"www.obeclietsvinnababkov.sk;http://lietavskasvinna-babkov.e-obce.sk"	obeclietsvinnababkov@stonline.sk	Igor Veselovský			00321443	1656	1830	1393	0903 566 586,0911 982 968	Obecný úrad
Prešovský	Prešov	Lipníky		100	082 12	Kapušany	051	748 20 20	748 20 21	www.lipniky.sk	"obeclipniky@zoznam.sk;obeclipniky@gmail.com"	Ľubomír Pankuch			00690490	464	380	1990	0915 511 712	Obecný úrad
Nitriansky	Topoľčany	Lipovník	Lipovník	113	956 01	Bojná	038	537 33 06		www.lipovnik.eu	obeclipovnik@wircom.sk	Dušan Turčan			00310662	325	644	1283	0908 792 655	Obecný úrad
Žilinský	Ružomberok	Liptovská Teplá	Liptovská Teplá	142	034 83	Liptovská Teplá	044	439 22 22,33	439 22 22	www.liptovskatepla.sk	obecliptovskatepla@stonline.sk	Vladimír Šimalčík			00315435	966	943	1264	0905 714 108	Obecný úrad
Žilinský	Ružomberok	Liptovský Michal	Liptovský Michal	17	034 83	Liptovská Teplá	044	439 22 27	439 22 27	www.liptovskymichal.sk 	"obecliptovskymichal@gmail.com;"	Elena Tuková			00315516	296	159	1331	0908 929 955 	Obecný úrad
Prešovský	Stará Ľubovňa	Litmanová		79	065 31	Jarabina	052	"428 62 01–03;436 71 02"	428 62 02	www.litmanova.sk	obeclitmanova@litmanova.sk	Ján Kormaník			00330019	622	1792	1412	0908 025 724 	Obecný úrad
Trenčiansky	Partizánske	Livinské Opatovce	Livinské Opatovce	86	956 32	Nadlice	038	768 81 53	768 81 01	www.livinskeopatovce.sk	obecliv.opatovce@stonline.sk	Daniela Hanová			00699284	244	501,4	1340	0918 684 335	Obecný úrad
Prešovský	Bardejov	Livov		30	086 05	Lukov	054	476 62 37		livov.blgz.cz	obeclivov@gmail.com	Jaroslav Stracenský			00322296	90	2638	1600	0908 383 377	Obecný úrad
Žilinský	Námestovo	Lomná	Lomná	22	029 54	Krušetnica	043	557 22 12	557 23 84	"www.lomna.sk;http://lomna.e-obce.sk"	obeclomna@orava.sk	Jozef Straka			00314633	888	2156	1609	0905 967 063	Obecný úrad
Prešovský	Stropkov	Lomné		81	090 33	Turany nad Ondavou	054	749 12 39 		www.lomne.ocu.sk	obeclomne@stonline.sk 	Ľudmila Hospodárová  			00330680	259	747	1369	0907 917 169	Obecný úrad
Žilinský	Liptovský Mikuláš	Liptovský Ondrej	Liptovský Ondrej	84	032 04	Liptovský Ondrej	044	559 52 21	559 52 21	www.liptovskyondrej.sk	obeclondrej@imafex.sk	Ľuboš Žubor			00315532	618	468	1332		Obecný úrad
Nitriansky	Levice	Lontov	Lontov	67	935 75	Ipeľský Sokolec	036	778 72 10,778 74 33	778 72 10	www.lontov.sk	obeclontov@slovanet.sk	Mgr. Štefan Kuczman			00587541	705	1500	1236	0905 447 662	Obecný úrad
Trnavský	Skalica	Lopašov	Lopašov	80	908 63	Radošovce	034	669 49 05	669 49 05	www.lopasov.sk	obeclopasov@stonline.sk	Marián Bederka			00309702	322	521	1392	0908 785 201	Obecný úrad
Žilinský	Kysucké Nové Mesto	Lopušné Pažite	Lopušné Pažite	102	023 36	Radoľa	041	422 92 34	422 92 34	www.obeclopusnepazite.sk	obeclopusnepazite@mail.t-com.sk	Peter Harcek			00314111	461	427	1598	0911 697 083	Obecný úrad
Košický	Michalovce	Ložín	Ložín	31	072 05	Bracovce	056	649 53 16		www.lozin.ocu.sk	"obeclozin@stonline.sk;starosta.lozin@gmail.com"	Monika Pastírová			00325449	817	825	1227	0902 918 703,0902 918 700	Obecný úrad
Žilinský	Liptovský Mikuláš	Liptovská Sielnica	Liptovská Sielnica	75	032 23	Liptovská Sielnica	044	559 72 11		www.liptovskasielnica.sk	"obecls@liptsielnica.sk;ouls@liptsielnica.sk;dusko.sokol@gmail.com"	Igor Guráň			00315419	594	1724	1256	0903 175 268,0911 930 221	Obecný úrad
Nitriansky	Nové Zámky	Ľubá	Ľubá	79	943 53	Ľubá	036	758 62 11, 752 06 60,61 	752 06 62	www.luba.ou.sk	obecluba@mail.t-com.sk	Silvia Esztergályosová			00309052	456	998	1247		Obecný úrad
Žilinský	Liptovský Mikuláš	Ľubeľa	Ľubeľa	346	032 14	Ľubeľa	044	559 32 21,46	559 32 21	www.lubela.sk	obeclubela@imafex.sk	Ing. Erik Gemzický, PhD.			00315567	1121	1746	1278		Obecný úrad
Banskobystrický	Revúca	Lubeník	Lubeník	222	049 18	Lubeník	058	488 24 90	488 24 91	www.obeclubenik.sk	"obeclubenik@revnet.sk;kisel@revnet.sk;kankulova@revnet.sk;kubejova@revnet.sk;bajusova@revnet.sk   "	Ľubomír Kisel 			00328472	1332	582	1427	0902 966 470,471,472,473	Obecný úrad
Banskobystrický	Veľký Krtíš	Ľuboriečka	Ľuboriečka	91	991 02	Dolná Strehová	047	489 71 91	489 71 91	www.luboriecka.sk	obecluboriecka@mail.t-com.sk	Ján Žilka			00650421	148	1168	1335		Obecný úrad
Prešovský	Stará Ľubovňa	Ľubotín	Na rovni	302/12	065 41	Ľubotín	052	428 19 91	428 19 91	www.lubotin.sk	obeclubotin@stonline.sk	Ing. Jozef Havrila			00330035	1375	1084	1330		Obecný úrad
Prešovský	Prešov	Ľubovec		103	082 42	Bzenov	051	779 62 35	779 62 35	www.lubovec.ocu.sk	obeclubovec@ocu.sk	Bc. Jozefína Štofanová			00327395	517	1548	1337	0907 999 412	Obecný úrad
Banskobystrický	Banská Bystrica	Lučatín	Lučatín	40	976 61	Lučatín	048	419 11 13	419 11 13	www.lucatin.eu	"obeclucatin@stonline.sk;starosta@lucatin.eu"	Marián Píši			00313572	653	1088	1424	0907 141 417	Obecný úrad
Prešovský	Levoča	Lúčka		32	053 03	Jablonov pri Levoči	053	454 13 61 	454 13 61	www.obeclucka.szm.sk 	obeclucka@centrum.sk 	Ľuboš Tatranský			17080371	126	393	1273		Obecný úrad
Košický	Rožňava	Lúčka		39	049 42	Drnava	058	797 91 21		www.lucka.ocu.sk	obeclucka@gmail.com	Jozef Szabó 			00328481	196	1494	1406	0905 893 799	Obecný úrad
Nitriansky	Nitra	Lúčnica nad Žitavou	Lúčnica nad Žitavou	230	951 88	Lúčnica nad Žitavou	037	788 21 28	788 21 28	www.lucnica.net	obeclucnica@zoznam.sk	Ivan Michna			00308170	892	1210	1113	0918 486 168	Obecný úrad
Nitriansky	Topoľčany	Ludanice	SNP	448/69	956 11	Ludanice	038	531 91 39,531 91 40	531 91 25	www.obecludanice.sk	"obecludanice@obecludanice.sk;starostka@obecludanice.sk"	Mgr. Ľubica Petráková			00310689	1851	1120	1242	0903 412 699	Obecný úrad
Košický	Trebišov	Luhyňa	Hlavná	40	076 14	Michaľany	056	381 20 49	381 20 49	www.luhyna.ocu.sk	"obecluhyna@zoznam.sk;obecluhyna@orangemail.sk"	Mária Sedláčeková			00331694	326	684	1263		Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Lúka	Lúka	205	916 33	Hrádok	033	773 05 66	773 05 67	www.obecluka.sk	obecluka@stonline.sk	Vladimír Vöröš			00311758	635	1741	1426	0905 551 145	Obecný úrad
Prešovský	Bardejov	Lukov		60	086 05	Lukov	054	476 62 06	476 62 06	www.obeclukov.sk	"obeclukov@gmail.com;jkramarova@atlas.sk"	Ing. Jozefína Kramárová			00322342	606	2857	1264	0908 430 854	Obecný úrad
Nitriansky	Levice	Lula	Lula	55	935 35	Tehla	036	639 81 12	639 81 12	obeclula.sk	obeclula@stonline.sk	Mária Farkašová			00587559	179	839	1226	0908 719 386	Obecný úrad
Banskobystrický	Lučenec	Lupoč	Lupoč	102	985 11	Halič	047	439 23 45 		www.lupoc.sk	obeclupoc@gmail.com	Pavel Koporec			00316199	239	934	1499	0911252799	Obecný úrad
Žilinský	Žilina	Lutiše	Lutiše	66	013 05	Belá	041	597 61 06,597 60 93	597 60 93	www.lutise.sk	obeclutise@lutise.sk	Anton Štefko			00321451	754	2008	1662	0911 972 026	Obecný úrad
Trenčiansky	Bánovce nad Bebravou	Ľutov	Ľutov	26	957 03 	Bánovce nad Bebravou 3 	038	768 22 35 		www.lutov.sk	obeclutov@mail.t-com.sk	Miroslav Struhačka			00699292	143	857	1389	0908 811 957	Obecný úrad
Prešovský	Svidník	Lužany pri Topli		26	087 01	Giraltovce	054	732 22 77		www.luzany.host.sk	obecluzanypritopli@gmail.com	Ing. Miroslav Čorba			00322351	257	324	1399	0903 527 264	Obecný úrad
Nitriansky	Nitra	Lužianky	Rastislavova	266	951 41	Lužianky	037	778 34 69,641 01 80,84 	778 34 71	www.luzianky.sk	obecluzianky@stonline.sk	Jozef Bojda			34003517	2777	1242	1113	0903 731 624	Obecný úrad
Žilinský	Žilina	Lysica	Lysica	138	013 05	Belá	041	599 90 07	599 32 31	www.obeclysica.info	obeclysica@stonline.sk	Ing. Jozef Ďurana			00321460	822	1 552	1475		Obecný úrad
Prešovský	Kežmarok	Majere		24	061 01	Spišská Stará Ves	052	482 20 13	482 27 23		"obecmajere@slnet.sk;velicka@pltnictvo.sk"	Rudolf Velička			00696030	90	133	1568	0905 294 699	Obecný úrad
Prešovský	Vranov nad Topľou	Majerovce		2	094 09 	Sedliská	057 	447 61 29, 488 58 20 		www.majerovce.eu	obecmajerovce@centrum.sk	Ing. Anna Vargová			00332526	450	354	1363	0905 500 929	Obecný úrad
Prešovský	Stropkov	Makovce	Makovce	13	090 23 	Havaj	054	718 22 70 			obecmakovce@centrum.sk	Ján Ďuk			00330698	196	457	1408	0915 957 243	Obecný úrad
Košický	Košice okolie	Malá Ida	Hlavná	11	044 20	Malá Ida	055	697 01 12	697 01 10	www.malaida.sk	obecmalaida@stonline.sk	Jana Kallová			00324426	1357	1020	1280	0905 479 865	Obecný úrad
Banskobystrický	Žarnovica	Malá Lehota	Malá Lehota	383	966 42	Malá Lehota	045	689 75 19,689 81 33	689 75 19	www.malalehota.sk	obecmalalehota@nbsiet.sk	Dušan Pacalaj			00320862	930	2284	1388	0905 766 950	Obecný úrad
Trnavský	Galanta	Malá Mača	Hlavná ulica	127/46	925 21 	Sládkovičovo 	031	701 83 22-23	701 83 21	www.obecmalamaca.sk	obecmalamaca@mail.t-com.sk	Ing. František Hontvári  			37842358	581	797	1326	0915 716 694	Obecný úrad
Prešovský	Stropkov	Malá Poľana		72	090 24 	Miková	054	749 52 16			obecmalapolana@gmail.com	Anna Bandiová			00330701	113	1095	1567		Obecný úrad
